"subject" "action" "mean(tBodyAcc_mean_X)" "mean(tBodyAcc_mean_Y)" "mean(tBodyAcc_mean_Z)" "mean(tBodyAcc_std_X)" "mean(tBodyAcc_std_Y)" "mean(tBodyAcc_std_Z)" "mean(tBodyGyro_mean_X)" "mean(tBodyGyro_mean_Y)" "mean(tBodyGyro_mean_Z)" "mean(tBodyGyro_std_X)" "mean(tBodyGyro_std_Y)" "mean(tBodyGyro_std_Z)"
2 "LAYING" 0.000782620459907878 -0.000535310148371875 0.00035083131030599 0.0098467393932228 0.00510277494154364 0.00586136617818346 0.00948662885829163 -0.0169135999761123 0.0259136753102604 0.0119088920333111 0.0155671989615223 0.0214119134308631
2 "SITTING" -0.000100652413850713 0.000760627952901495 -0.000300818998898777 0.00570006599370221 0.0101547066930396 0.0102503102228301 -0.0183536569299141 0.0065063506496678 -0.0199630489963625 0.0141148265038151 0.0181485853726156 0.0216553942595138
2 "STANDING" 6.91830141262442e-05 -0.000672778292970197 0.000792520785668692 0.00555398629324167 0.00902714663922681 0.0120642036221216 0.00393201028634795 -0.0034766182422254 0.000664936673678241 0.0252118750798988 0.0238727618319271 0.0192087405353638
2 "WALKING" -0.000236823526445975 -0.0007640919728125 0.000927358610169756 0.188678607759782 0.159223036474717 0.106385882218855 -0.0261456554122987 0.0117845148574828 -0.00154868120596663 0.383504266451495 0.355332679945745 0.25345015970436
2 "WALKING_DOWNSTAIRS" 8.15666749335119e-06 -0.00289702140073138 -0.00280964498676695 0.341385987338924 0.217471386768029 0.164368852531311 -0.0910397032603723 0.031386088491999 0.00479812537430186 0.593160810128313 0.449272731386614 0.351097151337718
2 "WALKING_UPSTAIRS" -0.00626711601526693 -0.00224174608150846 -0.0146031169508174 0.227428597731043 0.191017624067003 0.16269940599083 -0.0309573604757487 0.0190761039483724 -0.007743288215625 0.490001601715019 0.410568810200016 0.406984635848773
4 "LAYING" -0.00288854068113092 0.00111981931737066 -0.000786379090290509 0.016301167906698 0.0116905445540906 0.00973972723719199 0.0190214931005991 -0.0084309319287338 0.0369065337980098 0.0251214912678451 0.0317826221694184 0.020556240524842
4 "SITTING" -0.00124420927322266 0.00523206258104813 0.000803732618706563 0.00781594562106075 0.0204865807505306 0.0152183364955828 -0.0224510501899384 -0.00681333953868094 0.00655809741564375 0.0277083407852219 0.0338044839281327 0.0370681579341728
4 "STANDING" 0.000602576299563616 0.00401202160235073 0.00401368576647573 0.00891715495301658 0.0253768567076598 0.0215706226188622 -0.00306316049434152 0.00565024138079074 -0.00476632015512165 0.080343278364273 0.0408786066128404 0.0457726925076486
4 "WALKING" 0.000207368155971354 0.00120543976572526 -0.00102254446784505 0.183094461715684 0.159097393646937 0.0774329765857893 -0.00425263819567708 0.000744455540416667 -0.00255156665798958 0.436304469595107 0.258157629819505 0.165557090664548
4 "WALKING_DOWNSTAIRS" 0.000492442967631945 0.00384790223680556 0.000505458824418403 0.329958141194942 0.135220244133688 0.0966875520268981 -0.0775202392881701 0.00177744337545139 -0.0119804035823299 0.550094617120377 0.232084546764709 0.245027392765201
4 "WALKING_UPSTAIRS" -0.00138054912814002 -0.00778496399770733 -0.00195291145792818 0.259738018657437 0.161170726140763 0.115938777844976 0.0691595651582091 -0.0052408352585637 -0.000866329750922476 0.476784496942272 0.345586194162997 0.311686921524456
9 "LAYING" -0.00378781091017634 -0.00177739953727687 0.000250370930332188 0.0201547253092997 0.0160332538453771 0.0136889525517444 0.0144830705982678 -0.0381799026011172 0.00661327766128875 0.0519910557214932 0.0581858861232362 0.0207878737752202
9 "SITTING" -0.00602765974368063 -0.00518146462093375 0.0108778374877441 0.015315395849173 0.023063133408559 0.0332382062471854 -0.0151133804289714 0.0148596908945359 -0.00245233219708 0.0373845303278959 0.0638739105953295 0.0360006920036133
9 "STANDING" 0.000975646581522674 -0.00152493773739809 0.00430529134118212 0.00930032160819328 0.0122164070554983 0.0175395286203155 -0.00155553747638264 0.00610836861149861 0.00571301487133819 0.0696300479663095 0.0433133382687995 0.0312977150966811
9 "WALKING" 0.000191052807671274 -0.000498834800628005 -0.000830103153215144 0.248879600089854 0.138107501057833 0.17243890494802 -0.0548277159004477 0.00531838462992788 0.0111961964570613 0.457859703054282 0.409990209807544 0.357747555082312
9 "WALKING_DOWNSTAIRS" 0.00378110410452046 -0.00171058052881324 0.00570820403456101 0.395653057615121 0.136977676033439 0.181475415978046 -0.0659685908307481 0.00139038171233259 0.0134864333058743 0.527292948206528 0.5066665380224 0.350967981113231
9 "WALKING_UPSTAIRS" -0.00311991539501594 -0.0012441211607111 -0.0055865080603699 0.20888705793655 0.120937528896652 0.137286091796526 -0.140564908848342 0.0149356898656633 0.0262729609744898 0.572969047373923 0.460663684104356 0.419486313343282
